page_key,title,level,edition,level_2_area,file_path,url_path,description,link_phrases
l_community_voting_the_community_builds_it,"The Community Builds the Package, We Do Not Hand It Down",3,l,community_voting,l/community_voting/the_community_builds_it.mdx,/docs/l/community_voting/the_community_builds_it/,"Collaboration produces the package, and the package is the product.","community builds the package, we do not hand it down"
l_community_voting_vote_your_spectrum,Voting on Where You Sit on the Spectrum,3,l,community_voting,l/community_voting/vote_your_spectrum.mdx,/docs/l/community_voting/vote_your_spectrum/,Citizens vote their own position. That position drives candidate matching.,voting on where you sit on the spectrum
l_expose_deep_state_overview,"Fully Exposing the Deep State, Globalist Elites and the Epstein Class",2,l,expose_deep_state,l/expose_deep_state/overview.mdx,/docs/l/expose_deep_state/,"Citizens cannot fix what they are not allowed to see, so exposure comes before reform.","fully exposing the deep state, globalist elites and the epstein class"
l_expose_deep_state_documented_with_sources,"Documented, With Sources a Citizen Can Check",3,l,expose_deep_state,l/expose_deep_state/documented_with_sources.mdx,/docs/l/expose_deep_state/documented_with_sources/,"A sourced, citizen-readable record instead of a rumor pile.","documented, with sources a citizen can check"
l_fix_bills_overview,Fix Bills and Laws,2,l,fix_bills,l/fix_bills/overview.mdx,/docs/l/fix_bills/,"Partisan law work happens on the .com doors, and this is where libertarian voters add and prioritize the laws they care about.",fix bills and laws
l_fix_bills_add_the_laws_you_care_about,Adding the Laws This Community Cares About,3,l,fix_bills,l/fix_bills/add_the_laws_you_care_about.mdx,/docs/l/fix_bills/add_the_laws_you_care_about/,Libertarians add and shape the laws that matter to them.,adding the laws this community cares about
l_fix_bills_bills_that_matter_most,Bills That Matter Most to Libertarians,3,l,fix_bills,l/fix_bills/bills_that_matter_most.mdx,/docs/l/fix_bills/bills_that_matter_most/,A concrete bill is a better test of a candidate than a general statement.,bills that matter most to libertarians
l_foreign_intelligence_overview,Foreign Intelligence: No Puppet Master Over US Citizens,2,l,foreign_intelligence,l/foreign_intelligence/overview.mdx,/docs/l/foreign_intelligence/,A foreign service steering US politics is the purest form of the thing this door exists to stop.,foreign intelligence: no puppet master over us citizens
l_foreign_intelligence_a_vote_already_decided,A Vote That Was Already Decided Is Not an Election,3,l,foreign_intelligence,l/foreign_intelligence/a_vote_already_decided.mdx,/docs/l/foreign_intelligence/a_vote_already_decided/,We document the mechanism and name it in public.,vote that was already decided is not an election
l_foreign_intelligence_foreign_leverage_is_disqualifying,Foreign Leverage Is Disqualifying,3,l,foreign_intelligence,l/foreign_intelligence/foreign_leverage_is_disqualifying.mdx,/docs/l/foreign_intelligence/foreign_leverage_is_disqualifying/,Full stop. Citizens get the receipts and judge for themselves.,foreign leverage is disqualifying
l_four_doors_overview,How This Door Relates to the Other Three,2,l,four_doors,l/four_doors/overview.mdx,/docs/l/four_doors/,"Four party doors, one app: R Republicans, D Democrats, L Libertarians, S Democratic Socialists.",how this door relates to the other three
l_four_doors_one_app_four_doors,"One App, Four Doors",3,l,four_doors,l/four_doors/one_app_four_doors.mdx,/docs/l/four_doors/one_app_four_doors/,"WeCitizensL.com is edition L of the one We The Citizens app, recognized by hostname.","one app, four doors"
l_four_doors_sending_visitors_here,Sending Non-Partisan Visitors Here,3,l,four_doors,l/four_doors/sending_visitors_here.mdx,/docs/l/four_doors/sending_visitors_here/,The .io's job is to send you to the door for the party you care about.,sending non-partisan visitors here
l_reference_text,We The Citizens L — Reference Text,3,l,l,l/reference_text.mdx,/docs/l/reference_text/,"Long-form reference text for the Libertarian front door at WeCitizensL.com: your own seats, your own incumbents, and who could replace them.",we the citizens l — reference text
l_overview,We The Citizens L,door,l,l,l/overview.mdx,/docs/l/overview/,"The Libertarian front door at WeCitizensL.com: your own seats, your own incumbents, and who could replace them.",we the citizens l; wecitizensl.com
l_liberty_ethics_overview,"Great Ethics, Like the Non-Aggression Principle",2,l,liberty_ethics,l/liberty_ethics/overview.mdx,/docs/l/liberty_ethics/,"This door talks about liberty ethics — the non-aggression principle, consent and self-ownership — deliberately, and exclusively here.","great ethics, like the non-aggression principle"
l_liberty_ethics_only_on_this_door,Why This Is the Only Door That Carries Them,3,l,liberty_ethics,l/liberty_ethics/only_on_this_door.mdx,/docs/l/liberty_ethics/only_on_this_door/,"One file, one domain, one audience. Two audiences never share a page.",why this is the only door that carries them
l_meritocracy_overview,Meritocracy: Finding the Best Candidates,2,l,meritocracy,l/meritocracy/overview.mdx,/docs/l/meritocracy/,The engine underneath everything: surface the candidates most dedicated to citizens and strongest at refusing to be co-opted.,meritocracy: finding the best candidates
l_meritocracy_dedicated_to_citizens,Dedicated to Always Work for Citizens,3,l,meritocracy,l/meritocracy/dedicated_to_citizens.mdx,/docs/l/meritocracy/dedicated_to_citizens/,"The test is what happens after the election, not what was promised before it.",dedicated to always work for citizens
l_meritocracy_matching_the_spectrum,Matching Candidates to Where You Sit on the Spectrum,3,l,meritocracy,l/meritocracy/matching_the_spectrum.mdx,/docs/l/meritocracy/matching_the_spectrum/,"Libertarians are not one position, so we do not flatten them into one.",matching candidates to where you sit on the spectrum
l_meritocracy_strong_enough_to_refuse,Strong Enough to Refuse Being Co-Opted,3,l,meritocracy,l/meritocracy/strong_enough_to_refuse.mdx,/docs/l/meritocracy/strong_enough_to_refuse/,Being good is not enough if the pressure turns you.,strong enough to refuse being co-opted
l_no_forever_wars_overview,"No Needless or Forever Wars, and No Draft",2,l,no_forever_wars,l/no_forever_wars/overview.mdx,/docs/l/no_forever_wars/,"Wars that serve globalist elites rather than citizens are exactly what this door opposes, and citizens are not raw material for someone else's foreign policy.","no needless or forever wars, and no draft"
l_no_social_credit_overview,No China-Style Social Credit in America,2,l,no_social_credit,l/no_social_credit/overview.mdx,/docs/l/no_social_credit/,A score that decides what a citizen is allowed to do never gets built here — including the private-sector versions of it.,no china-style social credit in america
l_open_everything_overview,"Open Source, Open Data, Open AI",2,l,open_everything,l/open_everything/overview.mdx,/docs/l/open_everything/,"Nobody has to trust us, because nobody can check a black box — every layer that decides something about a candidate or a vote is open to inspection.","open source, open data, open ai"
l_open_everything_open_ai,Open AI,3,l,open_everything,l/open_everything/open_ai.mdx,/docs/l/open_everything/open_ai/,"Open models where we can, open prompts and open method always.",open ai
l_open_everything_open_data,Open Data,3,l,open_everything,l/open_everything/open_data.mdx,/docs/l/open_everything/open_data/,Citizens can re-run the numbers themselves and get the same answer.,open data
l_open_everything_open_source_code,Open Source — The Code,3,l,open_everything,l/open_everything/open_source_code.mdx,/docs/l/open_everything/open_source_code/,"The code that runs the voting, the matching and the scoring is open source.",open source — the code
l_replace_incumbents_overview,Replacing Incumbents Controlled by Globalist Elites,2,l,replace_incumbents,l/replace_incumbents/overview.mdx,/docs/l/replace_incumbents/,The core action: get political challengers elected to replace incumbents controlled by globalist elites and the Deep State.,replacing incumbents controlled by globalist elites
l_replace_incumbents_challengers_first,"Challengers First, Incumbent Protection Never",3,l,replace_incumbents,l/replace_incumbents/challengers_first.mdx,/docs/l/replace_incumbents/challengers_first/,We exist to find and lift challengers. Incumbency earns nothing by itself.,"challengers first, incumbent protection never"
l_replace_incumbents_non_citizen_powerful_forces,"Non-Citizen Powerful Forces, Domestic and Foreign",3,l,replace_incumbents,l/replace_incumbents/non_citizen_powerful_forces.mdx,/docs/l/replace_incumbents/non_citizen_powerful_forces/,The threat is any powerful force that is not the citizen.,"non-citizen powerful forces, domestic and foreign"
l_rigged_economy_overview,Removing the Rigged Economy,2,l,rigged_economy,l/rigged_economy/overview.mdx,/docs/l/rigged_economy/,"The libertarian community's own package for removing the rigged layer and getting back to an ethical, clean economy.",removing the rigged economy
l_rigged_economy_ideal_for_workers,"An Ethical, Clean Economy That Is Ideal for Workers",3,l,rigged_economy,l/rigged_economy/ideal_for_workers.mdx,/docs/l/rigged_economy/ideal_for_workers/,Removing the rigged layer is the means. The clean economy is the end.,"ethical, clean economy that is ideal for workers"
l_rigged_economy_the_libertarian_package,The Libertarian Community's Own Package,3,l,rigged_economy,l/rigged_economy/the_libertarian_package.mdx,/docs/l/rigged_economy/the_libertarian_package/,The community creates the package. We give the process and the tools.,libertarian community's own package
l_trust_scores_overview,Trust Scores,2,l,trust_scores,l/trust_scores/overview.mdx,/docs/l/trust_scores/,"Trust scores are how a citizen judges whether a candidate really works for citizens — built and voted here, at the party level.",trust scores
l_trust_scores_built_and_voted_here,"Built and Voted Here, at the Party Level",3,l,trust_scores,l/trust_scores/built_and_voted_here.mdx,/docs/l/trust_scores/built_and_voted_here/,"If you want your vote to count on a score, this is where you cast it.","built and voted here, at the party level"
l_trust_scores_the_read_only_rollup,The Read-Only Roll-Up on the Non-Partisan Site,3,l,trust_scores,l/trust_scores/the_read_only_rollup.mdx,/docs/l/trust_scores/the_read_only_rollup/,The .io stitches the party scores together. Nobody votes there.,read-only roll-up on the non-partisan site
l_us_intelligence_overview,US Intelligence Answers to US Citizens,2,l,us_intelligence,l/us_intelligence/overview.mdx,/docs/l/us_intelligence/,"US intelligence services answer to US citizens, or they are not ours.",us intelligence answers to us citizens
l_us_intelligence_no_agency_decides_an_election,No Agency Decides an Election,3,l,us_intelligence,l/us_intelligence/no_agency_decides_an_election.mdx,/docs/l/us_intelligence/no_agency_decides_an_election/,"No agency should be able to decide an election outcome, quietly or loudly.",no agency decides an election
l_us_intelligence_no_puppet_master_over_politics,No Puppet Master Over US Politics,3,l,us_intelligence,l/us_intelligence/no_puppet_master_over_politics.mdx,/docs/l/us_intelligence/no_puppet_master_over_politics/,Leverage over officeholders is how capture actually works.,no puppet master over us politics
l_verifiable_meritocracy_overview,Verifiable Meritocracy Instead of Narrative Control,2,l,verifiable_meritocracy,l/verifiable_meritocracy/overview.mdx,/docs/l/verifiable_meritocracy/,"The slot this door fills: a place a libertarian can verify that leaders are surfaced on merit and on the will of the people, not by narrative control.",verifiable meritocracy instead of narrative control
l_verifiable_meritocracy_what_we_do_differently,"What We Take Over, and What We Do Differently",3,l,verifiable_meritocracy,l/verifiable_meritocracy/what_we_do_differently.mdx,/docs/l/verifiable_meritocracy/what_we_do_differently/,"Same slot, different method, different output.","what we take over, and what we do differently"
l_verifiable_meritocracy_who_does_not_control_us,Who Does Not Fund Us and Who Does Not Control Us,3,l,verifiable_meritocracy,l/verifiable_meritocracy/who_does_not_control_us.mdx,/docs/l/verifiable_meritocracy/who_does_not_control_us/,"Independence is a claim that has to keep being earned, so we state what we do not take.",who does not fund us and who does not control us
l_voter_fraud_overview,Removing Voter Fraud for Good,2,l,voter_fraud,l/voter_fraud/overview.mdx,/docs/l/voter_fraud/,"A citizen has to be able to believe the count, and the goal is structurally impossible fraud rather than fraud merely investigated.",removing voter fraud for good
l_voter_fraud_auditable_technology,"Auditable Technology, So Nobody Has to Trust a Vendor",3,l,voter_fraud,l/voter_fraud/auditable_technology.mdx,/docs/l/voter_fraud/auditable_technology/,"Open, auditable technology is the only kind an election can be built on.","auditable technology, so nobody has to trust a vendor"
l_voter_fraud_forever_eliminated,"Forever Eliminated, Not Merely Investigated",3,l,voter_fraud,l/voter_fraud/forever_eliminated.mdx,/docs/l/voter_fraud/forever_eliminated/,"Every step from registration to certification, checkable by an ordinary citizen.","forever eliminated, not merely investigated"
l_words_we_use_overview,Words We Use and Words We Avoid,2,l,words_we_use,l/words_we_use/overview.mdx,/docs/l/words_we_use/,"Language is the whole job of this door: two audiences never share a page, and we never claim a status we do not hold.",words we use and words we avoid
l_words_we_use_words_we_avoid,Words We Avoid,3,l,words_we_use,l/words_we_use/words_we_avoid.mdx,/docs/l/words_we_use/words_we_avoid/,The phrases that never appear on this door.,words we avoid
l_words_we_use_words_we_use,Words We Use,3,l,words_we_use,l/words_we_use/words_we_use.mdx,/docs/l/words_we_use/words_we_use/,The phrases that belong on this door.,words we use
l_yearly_conference_overview,Yearly Conference on Liberty Strategy,2,l,yearly_conference,l/yearly_conference/overview.mdx,/docs/l/yearly_conference/,"The liberty movement's yearly strategy conference, where this community sets its direction together.",yearly conference on liberty strategy
l_yearly_conference_speakers_who_represent_citizens,Speakers Who Represent Citizens,3,l,yearly_conference,l/yearly_conference/speakers_who_represent_citizens.mdx,/docs/l/yearly_conference/speakers_who_represent_citizens/,The speaker list is the test.,speakers who represent citizens
r_about_us_overview,About Us for Republican Voters,2,r,about_us,r/about_us/overview.mdx,/docs/r/about_us/,"Who this door is for: voters who vote Republican and the broader political right, building their own package in their own language.",about us for republican voters
r_about_us_republican_voters_not_the_swamp,"Republican Voters, Not the DC Swamp",3,r,about_us,r/about_us/republican_voters_not_the_swamp.mdx,/docs/r/about_us/republican_voters_not_the_swamp/,"We are talking to the voter, not to the officeholder and not to the party apparatus.","republican voters, not the dc swamp"
r_about_us_why_here_not_the_io,Why You Are Here and Not on the Non-Partisan Site,3,r,about_us,r/about_us/why_here_not_the_io.mdx,/docs/r/about_us/why_here_not_the_io/,The .io is deliberately neutral and will not take your partisan issues on. Everything partisan lives here.,why you are here and not on the non-partisan site
r_board_of_directors_overview,Our Board of Directors,2,r,board_of_directors,r/board_of_directors/overview.mdx,/docs/r/board_of_directors/,"A real governance body that sits at the .com level, described accurately and never overstated.",our board of directors
r_board_of_directors_the_board_sits_at_the_com_level,The Board Sits at the .com Level,3,r,board_of_directors,r/board_of_directors/the_board_sits_at_the_com_level.mdx,/docs/r/board_of_directors/the_board_sits_at_the_com_level/,Partisan governance belongs with the partisan community.,board sits at the .com level
r_christian_ethics_overview,"Great Ethics, Like Christian Ethics",2,r,christian_ethics,r/christian_ethics/overview.mdx,/docs/r/christian_ethics/,"This door talks about great ethics and names Christian ethics — deliberately, and exclusively here.","great ethics, like christian ethics"
r_christian_ethics_only_on_this_door,Why This Is the Only Door That Carries Them,3,r,christian_ethics,r/christian_ethics/only_on_this_door.mdx,/docs/r/christian_ethics/only_on_this_door/,"One file, one domain, one audience. Two audiences never share a page.",why this is the only door that carries them
r_community_voting_overview,Community-Based Voting and Collaboration,2,r,community_voting,r/community_voting/overview.mdx,/docs/r/community_voting/,"The mechanism the whole platform runs on: positions, plans and candidate judgments come from citizens voting and working together.",community-based voting and collaboration
r_community_voting_the_community_builds_it,"The Community Builds the Package, We Do Not Hand It Down",3,r,community_voting,r/community_voting/the_community_builds_it.mdx,/docs/r/community_voting/the_community_builds_it/,"Collaboration produces the package, and the package is the product.","community builds the package, we do not hand it down"
r_community_voting_vote_your_spectrum,Voting on Where You Sit on the Spectrum,3,r,community_voting,r/community_voting/vote_your_spectrum.mdx,/docs/r/community_voting/vote_your_spectrum/,Citizens vote their own position. That position drives candidate matching.,voting on where you sit on the spectrum
r_expose_deep_state_overview,"Fully Exposing the Deep State, Global Elites and the Epstein Class",2,r,expose_deep_state,r/expose_deep_state/overview.mdx,/docs/r/expose_deep_state/,"Citizens cannot fix what they are not allowed to see, so exposure comes before reform.","fully exposing the deep state, global elites and the epstein class"
r_expose_deep_state_documented_with_sources,"Documented, With Sources a Citizen Can Check",3,r,expose_deep_state,r/expose_deep_state/documented_with_sources.mdx,/docs/r/expose_deep_state/documented_with_sources/,"A sourced, citizen-readable record instead of a rumor pile.","documented, with sources a citizen can check"
r_fix_bills_overview,Fix Bills and Laws,2,r,fix_bills,r/fix_bills/overview.mdx,/docs/r/fix_bills/,"Partisan law work happens on the .com doors, and this is where Republican voters add and prioritize the laws they care about.",fix bills and laws
r_fix_bills_add_the_laws_you_care_about,Adding the Laws This Community Cares About,3,r,fix_bills,r/fix_bills/add_the_laws_you_care_about.mdx,/docs/r/fix_bills/add_the_laws_you_care_about/,Republican voters add and shape the laws that matter to them.,adding the laws this community cares about
r_fix_bills_bills_that_matter_most,Bills That Matter Most to Republicans,3,r,fix_bills,r/fix_bills/bills_that_matter_most.mdx,/docs/r/fix_bills/bills_that_matter_most/,A concrete bill is a better test of a candidate than a general statement.,bills that matter most to republicans
r_foreign_intelligence_overview,Foreign Intelligence: No Puppet Master Over US Citizens,2,r,foreign_intelligence,r/foreign_intelligence/overview.mdx,/docs/r/foreign_intelligence/,A foreign service steering US politics is the purest form of the thing this door exists to stop.,foreign intelligence: no puppet master over us citizens
r_foreign_intelligence_a_vote_already_decided,A Vote That Was Already Decided Is Not an Election,3,r,foreign_intelligence,r/foreign_intelligence/a_vote_already_decided.mdx,/docs/r/foreign_intelligence/a_vote_already_decided/,We document the mechanism and name it in public.,vote that was already decided is not an election
r_foreign_intelligence_foreign_leverage_is_disqualifying,Foreign Leverage Is Disqualifying,3,r,foreign_intelligence,r/foreign_intelligence/foreign_leverage_is_disqualifying.mdx,/docs/r/foreign_intelligence/foreign_leverage_is_disqualifying/,Full stop. Citizens get the receipts and judge for themselves.,foreign leverage is disqualifying
r_four_doors_overview,How This Door Relates to the Other Three,2,r,four_doors,r/four_doors/overview.mdx,/docs/r/four_doors/,"Four party doors, one app: R Republicans, D Democrats, L Libertarians, S Democratic Socialists.",how this door relates to the other three
r_four_doors_one_app_four_doors,"One App, Four Doors",3,r,four_doors,r/four_doors/one_app_four_doors.mdx,/docs/r/four_doors/one_app_four_doors/,"WeCitizensR.com is edition R of the one We The Citizens app, recognized by hostname.","one app, four doors"
r_four_doors_sending_visitors_here,Sending Non-Partisan Visitors Here,3,r,four_doors,r/four_doors/sending_visitors_here.mdx,/docs/r/four_doors/sending_visitors_here/,The .io's job is to send you to the door for the party you care about.,sending non-partisan visitors here
r_meritocracy_overview,Meritocracy: Finding the Best Candidates,2,r,meritocracy,r/meritocracy/overview.mdx,/docs/r/meritocracy/,The engine underneath everything: surface the candidates most dedicated to citizens and strongest at refusing to be co-opted.,meritocracy: finding the best candidates
r_meritocracy_dedicated_to_citizens,Dedicated to Always Work for Citizens,3,r,meritocracy,r/meritocracy/dedicated_to_citizens.mdx,/docs/r/meritocracy/dedicated_to_citizens/,"The test is what happens after the election, not what was promised before it.",dedicated to always work for citizens
r_meritocracy_matching_the_spectrum,Matching Candidates to Where You Sit on the Spectrum,3,r,meritocracy,r/meritocracy/matching_the_spectrum.mdx,/docs/r/meritocracy/matching_the_spectrum/,"Republican voters are not one position, so we do not flatten them into one.",matching candidates to where you sit on the spectrum
r_meritocracy_strong_enough_to_refuse,Strong Enough to Refuse Being Co-Opted,3,r,meritocracy,r/meritocracy/strong_enough_to_refuse.mdx,/docs/r/meritocracy/strong_enough_to_refuse/,Being good is not enough if the pressure turns you.,strong enough to refuse being co-opted
r_no_forever_wars_overview,"No Needless or Forever Wars, and No Draft",2,r,no_forever_wars,r/no_forever_wars/overview.mdx,/docs/r/no_forever_wars/,"Wars that serve global elites rather than citizens are exactly what this door opposes, and citizens are not raw material for someone else's foreign policy.","no needless or forever wars, and no draft"
r_no_social_credit_overview,No China-Style Social Credit in America,2,r,no_social_credit,r/no_social_credit/overview.mdx,/docs/r/no_social_credit/,A score that decides what a citizen is allowed to do never gets built here — including the private-sector versions of it.,no china-style social credit in america
r_open_everything_overview,"Open Source, Open Data, Open AI",2,r,open_everything,r/open_everything/overview.mdx,/docs/r/open_everything/,"Nobody has to trust us, because nobody can check a black box — every layer that decides something about a candidate or a vote is open to inspection.","open source, open data, open ai"
r_open_everything_open_ai,Open AI,3,r,open_everything,r/open_everything/open_ai.mdx,/docs/r/open_everything/open_ai/,"Open models where we can, open prompts and open method always.",open ai
r_open_everything_open_data,Open Data,3,r,open_everything,r/open_everything/open_data.mdx,/docs/r/open_everything/open_data/,Citizens can re-run the numbers themselves and get the same answer.,open data
r_open_everything_open_source_code,Open Source — The Code,3,r,open_everything,r/open_everything/open_source_code.mdx,/docs/r/open_everything/open_source_code/,"The code that runs the voting, the matching and the scoring is open source.",open source — the code
r_reference_text,We The Citizens R — Reference Text,3,r,r,r/reference_text.mdx,/docs/r/reference_text/,"Long-form reference text for the Republican front door at WeCitizensR.com: your own seats, your own incumbents, and who could replace them.",we the citizens r — reference text
r_overview,We The Citizens R,door,r,r,r/overview.mdx,/docs/r/overview/,"The Republican front door at WeCitizensR.com: your own seats, your own incumbents, and who could replace them.",we the citizens r; wecitizensr.com
r_replace_incumbents_overview,Replacing Incumbents Controlled by Global Elites,2,r,replace_incumbents,r/replace_incumbents/overview.mdx,/docs/r/replace_incumbents/,The core action: get political challengers elected to replace incumbents controlled by global elites and the Deep State.,replacing incumbents controlled by global elites
r_replace_incumbents_challengers_first,"Challengers First, Incumbent Protection Never",3,r,replace_incumbents,r/replace_incumbents/challengers_first.mdx,/docs/r/replace_incumbents/challengers_first/,We exist to find and lift challengers. Incumbency earns nothing by itself.,"challengers first, incumbent protection never"
r_replace_incumbents_non_citizen_powerful_forces,"Non-Citizen Powerful Forces, Domestic and Foreign",3,r,replace_incumbents,r/replace_incumbents/non_citizen_powerful_forces.mdx,/docs/r/replace_incumbents/non_citizen_powerful_forces/,The threat is any powerful force that is not the citizen.,"non-citizen powerful forces, domestic and foreign"
r_rigged_economy_overview,Removing the Rigged Economy,2,r,rigged_economy,r/rigged_economy/overview.mdx,/docs/r/rigged_economy/,"The Republican voter's own package for removing the rigged layer and getting back to an ethical, clean economy.",removing the rigged economy
r_rigged_economy_ideal_for_workers,"An Ethical, Clean Economy That Is Ideal for Workers",3,r,rigged_economy,r/rigged_economy/ideal_for_workers.mdx,/docs/r/rigged_economy/ideal_for_workers/,Removing the rigged layer is the means. The clean economy is the end.,"ethical, clean economy that is ideal for workers"
r_rigged_economy_the_republican_package,The Republican Voter's Own Package,3,r,rigged_economy,r/rigged_economy/the_republican_package.mdx,/docs/r/rigged_economy/the_republican_package/,The community creates the package. We give the process and the tools.,republican voter's own package
r_tpusa_replacement_overview,A Replacement for TPUSA,2,r,tpusa_replacement,r/tpusa_replacement/overview.mdx,/docs/r/tpusa_replacement/,We say plainly that we are working to be a replacement for TPUSA — a claim that exists only on this door.,replacement for tpusa
r_tpusa_replacement_what_we_do_differently,"What We Take Over, and What We Do Differently",3,r,tpusa_replacement,r/tpusa_replacement/what_we_do_differently.mdx,/docs/r/tpusa_replacement/what_we_do_differently/,"Same slot, different method, different output.","what we take over, and what we do differently"
r_tpusa_replacement_who_does_not_control_us,Who Does Not Fund Us and Who Does Not Control Us,3,r,tpusa_replacement,r/tpusa_replacement/who_does_not_control_us.mdx,/docs/r/tpusa_replacement/who_does_not_control_us/,"Independence is a claim that has to keep being earned, so we state what we do not take.",who does not fund us and who does not control us
r_trust_scores_overview,Trust Scores,2,r,trust_scores,r/trust_scores/overview.mdx,/docs/r/trust_scores/,"Trust scores are how a citizen judges whether a candidate really works for citizens — built and voted here, at the party level.",trust scores
r_trust_scores_built_and_voted_here,"Built and Voted Here, at the Party Level",3,r,trust_scores,r/trust_scores/built_and_voted_here.mdx,/docs/r/trust_scores/built_and_voted_here/,"If you want your vote to count on a score, this is where you cast it.","built and voted here, at the party level"
r_trust_scores_the_read_only_rollup,The Read-Only Roll-Up on the Non-Partisan Site,3,r,trust_scores,r/trust_scores/the_read_only_rollup.mdx,/docs/r/trust_scores/the_read_only_rollup/,The .io stitches the party scores together. Nobody votes there.,read-only roll-up on the non-partisan site
r_us_intelligence_overview,US Intelligence Answers to US Citizens,2,r,us_intelligence,r/us_intelligence/overview.mdx,/docs/r/us_intelligence/,"US intelligence services answer to US citizens, or they are not ours.",us intelligence answers to us citizens
r_us_intelligence_no_agency_decides_an_election,No Agency Decides an Election,3,r,us_intelligence,r/us_intelligence/no_agency_decides_an_election.mdx,/docs/r/us_intelligence/no_agency_decides_an_election/,"No agency should be able to decide an election outcome, quietly or loudly.",no agency decides an election
r_us_intelligence_no_puppet_master_over_politics,No Puppet Master Over US Politics,3,r,us_intelligence,r/us_intelligence/no_puppet_master_over_politics.mdx,/docs/r/us_intelligence/no_puppet_master_over_politics/,Leverage over officeholders is how capture actually works.,no puppet master over us politics
r_voter_fraud_overview,Removing Voter Fraud for Good,2,r,voter_fraud,r/voter_fraud/overview.mdx,/docs/r/voter_fraud/,"A citizen has to be able to believe the count, and the goal is structurally impossible fraud rather than fraud merely investigated.",removing voter fraud for good
r_voter_fraud_auditable_technology,"Auditable Technology, So Nobody Has to Trust a Vendor",3,r,voter_fraud,r/voter_fraud/auditable_technology.mdx,/docs/r/voter_fraud/auditable_technology/,"Open, auditable technology is the only kind an election can be built on.","auditable technology, so nobody has to trust a vendor"
r_voter_fraud_forever_eliminated,"Forever Eliminated, Not Merely Investigated",3,r,voter_fraud,r/voter_fraud/forever_eliminated.mdx,/docs/r/voter_fraud/forever_eliminated/,"Every step from registration to certification, checkable by an ordinary citizen.","forever eliminated, not merely investigated"
r_words_we_use_overview,Words We Use and Words We Avoid,2,r,words_we_use,r/words_we_use/overview.mdx,/docs/r/words_we_use/,"Language is the whole job of this door: two audiences never share a page, and we never claim a status we do not hold.",words we use and words we avoid
r_words_we_use_words_we_avoid,Words We Avoid,3,r,words_we_use,r/words_we_use/words_we_avoid.mdx,/docs/r/words_we_use/words_we_avoid/,The phrases that never appear on this door.,words we avoid
r_words_we_use_words_we_use,Words We Use,3,r,words_we_use,r/words_we_use/words_we_use.mdx,/docs/r/words_we_use/words_we_use/,The phrases that belong on this door.,words we use
r_yearly_conference_overview,Yearly Conference on Political Right Strategy,2,r,yearly_conference,r/yearly_conference/overview.mdx,/docs/r/yearly_conference/,"The right's yearly strategy conference, standing in the slot AmFest holds today, where this community sets its direction together.",yearly conference on political right strategy
r_yearly_conference_replaces_amfest,Replaces AmFest,3,r,yearly_conference,r/yearly_conference/replaces_amfest.mdx,/docs/r/yearly_conference/replaces_amfest/,The speaker list is the test.,replaces amfest
s_abortion_rights_overview,"Abortion Rights, and Why the Codification Never Comes",2,s,abortion_rights,s/abortion_rights/overview.mdx,/docs/s/abortion_rights/,The votes arrive and the promised codification never happens — because incumbents need the issue unresolved more than they need it fixed.,"abortion rights, and why the codification never comes"
s_abortion_rights_abortion_rights,"Abortion Rights, Codified",3,s,abortion_rights,s/abortion_rights/abortion_rights.mdx,/docs/s/abortion_rights/abortion_rights/,"Codified, not left to be re-litigated every cycle.","abortion rights, codified"
s_abortion_rights_fixing_money_in_politics,Money in Politics Is the Mechanism Underneath,3,s,abortion_rights,s/abortion_rights/fixing_money_in_politics.mdx,/docs/s/abortion_rights/fixing_money_in_politics/,Citizens United is the specific fight.,money in politics is the mechanism underneath
s_abortion_rights_fixing_the_rigged_economy,The Same Swamp Keeps the Economy Rigged,3,s,abortion_rights,s/abortion_rights/fixing_the_rigged_economy.mdx,/docs/s/abortion_rights/fixing_the_rigged_economy/,"One captured layer, two symptoms.",same swamp keeps the economy rigged
s_about_us_overview,Who This Door Is For,2,s,about_us,s/about_us/overview.mdx,/docs/s/about_us/,"Who this door is for: democratic socialists, building their own package in their own language.",who this door is for
s_about_us_democratic_socialists_not_the_establishment,"Democratic Socialists, Not the Establishment",3,s,about_us,s/about_us/democratic_socialists_not_the_establishment.mdx,/docs/s/about_us/democratic_socialists_not_the_establishment/,"We are talking to the voter, not to the officeholder and not to the party apparatus.","democratic socialists, not the establishment"
s_about_us_why_here_not_the_io,Why You Are Here and Not on the Non-Partisan Site,3,s,about_us,s/about_us/why_here_not_the_io.mdx,/docs/s/about_us/why_here_not_the_io/,The .io is deliberately neutral and will not take your partisan issues on. Everything partisan lives here.,why you are here and not on the non-partisan site
s_ai_era_economy_overview,An Economy Ideal for Workers in the Era of AI,2,s,ai_era_economy,s/ai_era_economy/overview.mdx,/docs/s/ai_era_economy/,"AI is changing what work is, and this community wants an answer before the disruption lands rather than after.",economy ideal for workers in the era of ai
s_board_of_directors_overview,Our Board of Directors,2,s,board_of_directors,s/board_of_directors/overview.mdx,/docs/s/board_of_directors/,"A real governance body that sits at the .com level, described accurately and never overstated.",our board of directors
s_board_of_directors_the_board_sits_at_the_com_level,The Board Sits at the .com Level,3,s,board_of_directors,s/board_of_directors/the_board_sits_at_the_com_level.mdx,/docs/s/board_of_directors/the_board_sits_at_the_com_level/,Partisan governance belongs with the partisan community.,board sits at the .com level
